OrderID,OrderDate,CustomerID,CustomerAge,CustomerGender,ProductID,ProductName,Category,Quantity,UnitPrice,Revenue,Region
ORD11397,2022-01-05,CUST3123,37.0,Male,PHOM642,Cushion Set,Home & Kitchen,1,1513.86,1513.86,North
ORD15599,2022-01-05,CUST3567,33.0,Female,PSPO342,Yoga Mat,Sports,1,683.87,683.87,East
ORD12575,2022-01-05,CUST2321,38.0,Male,PELE133,Smartphone Case,Electronics,1,1707.45,1707.45,North
ORD11806,2022-01-06,CUST2636,22.0,Male,PAPP700,Cotton T-Shirt,Apparel,2,1193.28,2386.56,West
ORD15172,2022-01-06,CUST3246,31.0,Male,PSPO845,Cricket Bat,Sports,1,278.0,278.0,East
ORD12244,2022-01-06,CUST2375,28.0,Male,PHOM189,Non-stick Pan,Home & Kitchen,2,1040.9,2081.8,West
ORD13763,2022-01-06,CUST3227,36.0,Female,PAPP354,Hoodie,Apparel,2,536.39,1072.78,North
ORD10101,2022-01-06,CUST2510,18.0,Female,PHOM455,Cushion Set,Home & Kitchen,1,2299.47,2299.47,South
ORD13335,2022-01-06,CUST3785,19.0,Male,PAPP955,Denim Jeans,Apparel,1,1621.39,1621.39,South
ORD11389,2022-01-07,CUST3029,16.0,Female,PHOM133,Storage Rack,Home & Kitchen,2,2454.53,4909.06,North
ORD15149,2022-01-07,CUST2957,23.0,Male,PELE998,Wireless Earbuds,Electronics,1,2835.04,2835.04,East
ORD12181,2022-01-07,CUST2264,37.0,Male,PAPP490,Hoodie,Apparel,1,457.85,457.85,South
ORD13365,2022-01-07,CUST3533,36.0,Male,PELE666,Wireless Earbuds,Electronics,1,1337.04,1337.04,South
ORD15314,2022-01-07,CUST2131,35.0,Male,PAPP333,Cotton T-Shirt,Apparel,1,1780.32,1780.32,North
ORD13345,2022-01-07,CUST2485,38.0,Female,PELE845,Smartwatch,Electronics,1,2401.9,2401.9,North
ORD12527,2022-01-07,CUST2599,37.0,Female,PSPO489,Dumbbell Set,Sports,1,2463.51,2463.51,North
ORD13965,2022-01-07,CUST2216,34.0,Male,PELE102,Power Bank,Electronics,1,2332.05,2332.05,North
ORD15462,2022-01-08,CUST2464,33.0,Female,PAPP470,Denim Jeans,Apparel,1,2059.46,2059.46,West
ORD13486,2022-01-08,CUST3626,49.0,Male,PHOM617,Table Lamp,Home & Kitchen,1,2990.15,2990.15,North
ORD13090,2022-01-08,CUST3162,31.0,Female,PSPO746,Yoga Mat,Sports,1,1967.61,1967.61,North
ORD15404,2022-01-08,CUST2335,26.0,Female,PAPP304,Cotton T-Shirt,Apparel,1,1285.43,1285.43,West
ORD14131,2022-01-08,CUST2655,29.0,Male,PELE644,Bluetooth Speaker,Electronics,1,4099.31,4099.31,West
ORD14016,2022-01-09,CUST2297,27.0,Female,PELE922,Bluetooth Speaker,Electronics,1,2268.75,2268.75,South
ORD14214,2022-01-09,CUST3248,36.0,Female,PHOM629,Cushion Set,Home & Kitchen,1,998.84,998.84,West
ORD10602,2022-01-10,CUST3469,27.0,Female,PAPP954,Cotton T-Shirt,Apparel,1,1900.24,1900.24,East
ORD12102,2022-01-10,CUST3717,26.0,Male,PAPP398,Running Shoes,Apparel,1,695.31,695.31,South
ORD10055,2022-01-10,CUST2820,16.0,Male,PELE303,Bluetooth Speaker,Electronics,1,3248.5,3248.5,South
ORD13322,2022-01-10,CUST2000,45.0,Female,PELE829,Bluetooth Speaker,Electronics,2,2317.33,4634.66,North
ORD13582,2022-01-10,CUST3727,27.0,Female,PAPP264,Running Shoes,Apparel,1,837.11,837.11,East
ORD14243,2022-01-11,CUST2325,25.0,Female,PELE495,Bluetooth Speaker,Electronics,1,1446.89,1446.89,West
ORD13533,2022-01-11,CUST2518,30.0,Male,PBEA766,Face Serum,Beauty,1,1113.6,1113.6,West
ORD11403,2022-01-11,CUST2401,28.0,Female,PHOM810,Storage Rack,Home & Kitchen,1,1642.66,1642.66,South
ORD11126,2022-01-11,CUST2185,34.0,Female,PHOM874,Cushion Set,Home & Kitchen,1,1278.27,1278.27,South
ORD12027,2022-01-12,CUST3797,21.0,Female,PBEA837,Face Wash,Beauty,1,1265.42,1265.42,South
ORD11526,2022-01-12,CUST2804,16.0,Male,PAPP810,Jacket,Apparel,1,2176.63,2176.63,North
ORD12661,2022-01-13,CUST2681,27.0,Male,PAPP363,Hoodie,Apparel,2,1784.53,3569.06,North
ORD13221,2022-01-13,CUST2838,39.0,Female,PHOM376,Cushion Set,Home & Kitchen,2,820.79,1641.58,South
ORD15068,2022-01-13,CUST3450,22.0,Female,PHOM297,Non-stick Pan,Home & Kitchen,1,500.59,500.59,South
ORD11445,2022-01-13,CUST3130,28.0,Female,PSPO672,Football,Sports,2,2458.89,4917.78,South
ORD13187,2022-01-13,CUST2384,36.0,Male,PHOM536,Blender,Home & Kitchen,1,638.25,638.25,North
ORD12193,2022-01-13,CUST2774,29.0,Male,PELE970,Smartwatch,Electronics,1,4400.15,4400.15,South
ORD12969,2022-01-14,CUST2203,29.0,Female,PELE512,Smartwatch,Electronics,1,3301.4,3301.4,North
ORD15849,2022-01-14,CUST2249,30.0,Female,PHOM841,Non-stick Pan,Home & Kitchen,1,960.06,960.06,West
ORD10748,2022-01-14,CUST3524,31.0,Male,PELE541,Smartphone Case,Electronics,1,3888.86,3888.86,East
ORD15108,2022-01-14,CUST3078,44.0,Male,PELE641,Smartwatch,Electronics,2,813.55,1627.1,East
ORD12805,2022-01-14,CUST2328,44.0,Male,PHOM156,Blender,Home & Kitchen,2,1658.78,3317.56,North
ORD12127,2022-01-14,CUST2557,36.0,Male,PSPO190,Football,Sports,1,1723.76,1723.76,South
ORD13572,2022-01-14,CUST3373,40.0,Female,PELE835,Power Bank,Electronics,1,4458.16,4458.16,West
ORD15315,2022-01-15,CUST2504,20.0,Male,PBEA979,Perfume,Beauty,1,856.24,856.24,West
ORD14074,2022-01-16,CUST2490,29.0,Female,PSPO658,Dumbbell Set,Sports,1,1057.88,1057.88,South
ORD14379,2022-01-16,CUST3613,35.0,Male,PELE756,Smartphone Case,Electronics,2,2931.82,5863.64,South
ORD15089,2022-01-16,CUST3668,34.0,Female,PAPP220,Denim Jeans,Apparel,1,470.67,470.67,East
ORD14626,2022-01-16,CUST2418,29.0,Female,PHOM324,Table Lamp,Home & Kitchen,1,621.62,621.62,West
ORD15815,2022-01-17,CUST2138,37.0,Male,PAPP370,Denim Jeans,Apparel,1,455.35,455.35,West
ORD12203,2022-01-17,CUST2595,35.0,Female,PELE476,Smartphone Case,Electronics,1,3427.22,3427.22,South
ORD10973,2022-01-17,CUST2855,39.0,Male,PBEA285,Perfume,Beauty,1,596.14,596.14,West
ORD12920,2022-01-17,CUST2947,27.0,Female,PAPP706,Cotton T-Shirt,Apparel,1,1481.37,1481.37,East
ORD10583,2022-01-18,CUST2908,39.0,Female,PSPO368,Cricket Bat,Sports,1,1824.67,1824.67,West
ORD11108,2022-01-18,CUST2646,34.0,Female,PSPO180,Dumbbell Set,Sports,2,1727.94,3455.88,North
ORD10640,2022-01-18,CUST3218,25.0,Male,PAPP396,Jacket,Apparel,1,1070.91,1070.91,West
ORD12214,2022-01-18,CUST2135,42.0,Female,PELE935,Wireless Earbuds,Electronics,1,2180.88,2180.88,South
ORD12433,2022-01-19,CUST2603,42.0,Male,PAPP446,Hoodie,Apparel,1,705.5,705.5,West
ORD11414,2022-01-19,CUST3221,32.0,Female,PAPP900,Running Shoes,Apparel,1,506.1,506.1,North
ORD12035,2022-01-19,CUST2892,37.0,Male,PELE729,Wireless Earbuds,Electronics,2,1662.55,3325.1,South
ORD11122,2022-01-19,CUST2410,33.0,Female,PELE260,Smartwatch,Electronics,2,1423.08,2846.16,East
ORD12177,2022-01-19,CUST3363,33.0,Female,PAPP219,Cotton T-Shirt,Apparel,2,876.95,1753.9,North
ORD13816,2022-01-19,CUST3219,36.0,Male,PBEA716,Lipstick,Beauty,1,1098.55,1098.55,South
ORD10771,2022-01-20,CUST2460,18.0,Male,PAPP979,Hoodie,Apparel,1,1228.07,1228.07,North
ORD10725,2022-01-20,CUST3386,25.0,Male,PBEA911,Lipstick,Beauty,1,1354.51,1354.51,South
ORD13636,2022-01-20,CUST3759,31.0,Female,PELE136,Bluetooth Speaker,Electronics,1,3564.15,3564.15,North
ORD11653,2022-01-20,CUST3168,25.0,Male,PHOM932,Cushion Set,Home & Kitchen,1,1298.98,1298.98,North
ORD10808,2022-01-21,CUST2911,36.0,Female,PELE821,Bluetooth Speaker,Electronics,1,2570.55,2570.55,East
ORD15897,2022-01-21,CUST3073,29.0,Male,PSPO809,Dumbbell Set,Sports,1,1297.83,1297.83,West
ORD10310,2022-01-22,CUST3059,40.0,Male,PAPP254,Cotton T-Shirt,Apparel,1,1378.47,1378.47,South
ORD12881,2022-01-22,CUST3662,25.0,Male,PAPP332,Denim Jeans,Apparel,2,2087.38,4174.76,East
ORD15391,2022-01-22,CUST3498,40.0,Female,PHOM663,Table Lamp,Home & Kitchen,1,1491.87,1491.87,West
ORD14726,2022-01-22,CUST3600,16.0,Male,PAPP932,Running Shoes,Apparel,2,991.53,1983.06,West
ORD14460,2022-01-23,CUST2078,40.0,Male,PELE828,Smartphone Case,Electronics,1,4242.07,4242.07,South
ORD14251,2022-01-23,CUST3163,40.0,Female,PHOM476,Cushion Set,Home & Kitchen,1,1715.02,1715.02,South
ORD15398,2022-01-23,CUST3774,34.0,Female,PHOM581,Table Lamp,Home & Kitchen,2,1113.92,2227.84,East
ORD12471,2022-01-23,CUST3002,37.0,Male,PAPP637,Cotton T-Shirt,Apparel,2,2105.92,4211.84,North
ORD10966,2022-01-23,CUST3785,46.0,Male,PELE531,Smartwatch,Electronics,1,2489.81,2489.81,West
ORD13539,2022-01-23,CUST3148,33.0,Male,PSPO839,Cycling Gloves,Sports,1,694.44,694.44,West
ORD15468,2022-01-23,CUST2081,22.0,Male,PSPO673,Dumbbell Set,Sports,2,2339.06,4678.12,North
ORD12199,2022-01-23,CUST2648,20.0,Female,PAPP826,Cotton T-Shirt,Apparel,1,850.2,850.2,South
ORD14063,2022-01-23,CUST3663,21.0,Male,PBEA498,Lipstick,Beauty,1,395.85,395.85,North
ORD11711,2022-01-24,CUST3389,32.0,Female,PSPO791,Cricket Bat,Sports,1,1771.46,1771.46,North
ORD10654,2022-01-24,CUST2830,30.0,Male,PBEA512,Face Serum,Beauty,1,735.7,735.7,West
ORD15835,2022-01-24,CUST2123,45.0,Male,PELE575,Smartwatch,Electronics,2,3927.53,7855.06,North
ORD13212,2022-01-24,CUST2135,28.0,Female,PELE967,Smartwatch,Electronics,1,2398.58,2398.58,East
ORD10572,2022-01-24,CUST2934,20.0,Female,PAPP158,Hoodie,Apparel,1,702.77,702.77,South
ORD11279,2022-01-24,CUST2725,34.0,Female,PSPO449,Cricket Bat,Sports,1,1702.8,1702.8,North
ORD13748,2022-01-24,CUST3590,28.0,Female,PELE481,Smartphone Case,Electronics,1,3836.65,3836.65,South
ORD10989,2022-01-24,CUST2302,22.0,Male,PBEA854,Lipstick,Beauty,1,1126.12,1126.12,West
ORD14330,2022-01-25,CUST2186,37.0,Female,PSPO574,Cycling Gloves,Sports,2,2193.03,4386.06,South
ORD12795,2022-01-25,CUST2172,38.0,Male,PSPO765,Dumbbell Set,Sports,3,1537.9,4613.7,South
ORD12395,2022-01-25,CUST3450,37.0,Male,PAPP418,Hoodie,Apparel,1,1218.68,1218.68,North
ORD11490,2022-01-25,CUST2406,28.0,Male,PELE552,Bluetooth Speaker,Electronics,1,1862.57,1862.57,West
ORD10082,2022-01-25,CUST2528,30.0,Female,PBEA338,Shampoo,Beauty,2,1349.16,2698.32,North
ORD11496,2022-01-25,CUST2363,27.0,Male,PSPO476,Football,Sports,2,2378.95,4757.9,South
ORD12537,2022-01-25,CUST2723,21.0,Male,PELE606,Bluetooth Speaker,Electronics,1,869.74,869.74,North
ORD10831,2022-01-25,CUST2293,16.0,Female,PELE614,Wireless Earbuds,Electronics,1,4220.12,4220.12,West
ORD11024,2022-01-26,CUST3612,16.0,Male,PELE618,Bluetooth Speaker,Electronics,2,1090.75,2181.5,East
ORD14346,2022-01-26,CUST2291,36.0,Female,PAPP664,Denim Jeans,Apparel,1,767.12,767.12,North
ORD15785,2022-01-26,CUST3114,50.0,Female,PSPO714,Yoga Mat,Sports,2,2103.13,4206.26,South
ORD10695,2022-01-26,CUST3699,18.0,Male,PELE900,Bluetooth Speaker,Electronics,1,1515.52,1515.52,South
ORD13283,2022-01-27,CUST2733,26.0,Male,PSPO494,Cricket Bat,Sports,2,792.09,1584.18,South
ORD11354,2022-01-27,CUST3689,39.0,Female,PBEA415,Shampoo,Beauty,1,191.5,191.5,South
ORD15974,2022-01-27,CUST3201,28.0,Male,PELE771,Wireless Earbuds,Electronics,2,3458.48,6916.96,West
ORD12240,2022-01-27,CUST3327,36.0,Female,PELE359,Bluetooth Speaker,Electronics,2,3417.35,6834.7,South
ORD11787,2022-01-27,CUST2904,36.0,Male,PSPO478,Dumbbell Set,Sports,2,824.58,1649.16,South
ORD14476,2022-01-27,CUST3192,49.0,Female,PHOM661,Cushion Set,Home & Kitchen,1,396.87,396.87,East
ORD14965,2022-01-27,CUST2368,18.0,Male,PAPP107,Jacket,Apparel,3,1293.04,3879.12,North
ORD10662,2022-01-27,CUST2006,35.0,Female,PHOM718,Cushion Set,Home & Kitchen,1,2819.65,2819.65,West
ORD15941,2022-01-28,CUST3269,32.0,Male,PAPP562,Cotton T-Shirt,Apparel,1,1528.44,1528.44,North
ORD10033,2022-01-28,CUST2111,22.0,Female,PHOM403,Cushion Set,Home & Kitchen,1,1807.47,1807.47,South
ORD13644,2022-01-28,CUST3506,26.0,Female,PAPP571,Hoodie,Apparel,1,636.97,636.97,South
ORD12221,2022-01-28,CUST3525,37.0,Female,PELE109,Power Bank,Electronics,1,1128.25,1128.25,West
ORD13957,2022-01-28,CUST2167,30.0,Male,PBEA131,Shampoo,Beauty,1,1011.71,1011.71,East
ORD13222,2022-01-28,CUST2447,46.0,Female,PELE757,Smartwatch,Electronics,1,3016.33,3016.33,South
ORD12930,2022-01-28,CUST3322,24.0,Male,PELE591,Smartwatch,Electronics,1,3989.05,3989.05,South
ORD15784,2022-01-28,CUST3611,16.0,Male,PELE877,Power Bank,Electronics,1,3559.01,3559.01,West
ORD10421,2022-01-29,CUST3558,26.0,Female,PAPP440,Cotton T-Shirt,Apparel,1,905.2,905.2,East
ORD15284,2022-01-29,CUST2714,43.0,Male,PELE114,Power Bank,Electronics,1,1190.62,1190.62,East
ORD12121,2022-01-30,CUST3234,37.0,Male,PELE140,Smartphone Case,Electronics,1,1803.35,1803.35,South
ORD12779,2022-01-30,CUST3701,40.0,Male,PAPP949,Denim Jeans,Apparel,2,2068.55,4137.1,West
ORD10977,2022-01-30,CUST3644,39.0,Female,PELE845,Power Bank,Electronics,1,982.4,982.4,South
ORD11025,2022-01-30,CUST2002,36.0,Male,PAPP125,Jacket,Apparel,1,761.05,761.05,North
ORD11011,2022-01-30,CUST2964,21.0,Female,PHOM676,Table Lamp,Home & Kitchen,1,2191.96,2191.96,North
ORD11781,2022-01-30,CUST3568,45.0,Male,PAPP821,Running Shoes,Apparel,1,1952.2,1952.2,East
ORD12985,2022-01-30,CUST2494,32.0,Female,PELE948,Wireless Earbuds,Electronics,2,3033.32,6066.64,East
ORD14550,2022-01-30,CUST2639,35.0,Male,PELE564,Smartphone Case,Electronics,1,846.74,846.74,North
ORD10702,2022-01-31,CUST3318,21.0,Female,PSPO426,Cycling Gloves,Sports,1,858.25,858.25,South
ORD14479,2022-01-31,CUST3471,33.0,Male,PBEA288,Perfume,Beauty,1,1333.18,1333.18,East
ORD12119,2022-01-31,CUST2085,27.0,Female,PAPP559,Denim Jeans,Apparel,2,499.12,998.24,South
ORD11850,2022-01-31,CUST2206,33.0,Female,PBEA771,Perfume,Beauty,1,755.76,755.76,South
ORD14045,2022-01-31,CUST2455,16.0,Male,PAPP811,Jacket,Apparel,2,579.97,1159.94,West
ORD15688,2022-01-31,CUST2102,32.0,Male,PAPP708,Cotton T-Shirt,Apparel,1,2108.06,2108.06,South
ORD13988,2022-01-31,CUST3075,38.0,Female,PSPO472,Cricket Bat,Sports,1,776.57,776.57,North
ORD12894,2022-01-31,CUST2814,34.0,Male,PAPP267,Cotton T-Shirt,Apparel,1,1614.28,1614.28,North
ORD14118,2022-01-31,CUST2154,41.0,Female,PELE422,Power Bank,Electronics,1,1329.11,1329.11,South
ORD13373,2022-02-01,CUST3499,31.0,Female,PHOM927,Table Lamp,Home & Kitchen,1,1545.93,1545.93,North
ORD10932,2022-02-01,CUST2902,16.0,Female,PAPP441,Hoodie,Apparel,1,1531.93,1531.93,East
ORD14763,2022-02-01,CUST3262,42.0,Male,PAPP273,Jacket,Apparel,1,785.27,785.27,East
ORD10734,2022-02-01,CUST3248,23.0,Male,PHOM368,Non-stick Pan,Home & Kitchen,1,1899.93,1899.93,West
ORD12453,2022-02-01,CUST2653,36.0,Male,PELE947,Power Bank,Electronics,1,3494.98,3494.98,West
ORD12677,2022-02-01,CUST2974,18.0,Female,PAPP363,Jacket,Apparel,1,1285.3,1285.3,East
ORD12637,2022-02-02,CUST2685,43.0,Male,PELE744,Bluetooth Speaker,Electronics,1,4395.15,4395.15,South
ORD14382,2022-02-02,CUST3308,24.0,Male,PELE424,Smartwatch,Electronics,1,2237.89,2237.89,West
ORD10376,2022-02-03,CUST2603,37.0,Male,PELE965,Power Bank,Electronics,1,2698.42,2698.42,East
ORD10411,2022-02-03,CUST3638,38.0,Male,PHOM175,Non-stick Pan,Home & Kitchen,2,2643.44,5286.88,North
ORD15582,2022-02-03,CUST3235,28.0,Female,PAPP861,Jacket,Apparel,2,949.04,1898.08,North
ORD14782,2022-02-03,CUST3226,39.0,Female,PHOM193,Table Lamp,Home & Kitchen,1,2836.81,2836.81,South
ORD14496,2022-02-03,CUST3657,44.0,Male,PAPP119,Hoodie,Apparel,1,647.27,647.27,South
ORD15140,2022-02-04,CUST2180,41.0,Female,PELE837,Smartwatch,Electronics,1,3064.06,3064.06,East
ORD15289,2022-02-04,CUST3626,37.0,Male,PAPP128,Running Shoes,Apparel,1,1900.21,1900.21,East
ORD11147,2022-02-04,CUST2286,40.0,Male,PSPO316,Cricket Bat,Sports,3,1677.77,5033.31,East
ORD13395,2022-02-04,CUST2587,26.0,Male,PHOM721,Table Lamp,Home & Kitchen,2,429.68,859.36,North
ORD14979,2022-02-04,CUST3112,30.0,Female,PELE651,Smartwatch,Electronics,1,2022.19,2022.19,East
ORD15109,2022-02-04,CUST3473,33.0,Female,PELE667,Wireless Earbuds,Electronics,2,1975.5,3951.0,West
ORD12510,2022-02-04,CUST2825,35.0,Female,PELE882,Smartphone Case,Electronics,1,2687.36,2687.36,South
ORD13411,2022-02-04,CUST2652,33.0,Female,PSPO819,Football,Sports,2,731.87,1463.74,South
ORD12814,2022-02-05,CUST3321,28.0,Male,PAPP323,Denim Jeans,Apparel,2,803.49,1606.98,North
ORD10387,2022-02-05,CUST2580,27.0,Female,PSPO738,Dumbbell Set,Sports,1,413.95,413.95,West
ORD10835,2022-02-05,CUST3153,21.0,Female,PAPP578,Denim Jeans,Apparel,2,525.44,1050.88,North
ORD13423,2022-02-05,CUST3585,37.0,Male,PHOM726,Table Lamp,Home & Kitchen,1,950.19,950.19,West
ORD14071,2022-02-06,CUST2655,16.0,Female,PSPO839,Cycling Gloves,Sports,1,631.96,631.96,South
ORD14984,2022-02-06,CUST3086,29.0,Female,PBEA916,Face Wash,Beauty,1,1414.22,1414.22,North
ORD15386,2022-02-06,CUST3751,24.0,Female,PSPO812,Cycling Gloves,Sports,1,755.32,755.32,West
ORD11452,2022-02-06,CUST2415,33.0,Male,PHOM694,Table Lamp,Home & Kitchen,1,1468.15,1468.15,North
ORD14844,2022-02-06,CUST3689,33.0,Male,PSPO275,Cycling Gloves,Sports,1,1234.19,1234.19,West
ORD13889,2022-02-07,CUST2601,50.0,Male,PHOM639,Non-stick Pan,Home & Kitchen,1,851.46,851.46,North
ORD13482,2022-02-07,CUST2024,30.0,Female,PAPP166,Jacket,Apparel,1,1573.24,1573.24,South
ORD14937,2022-02-07,CUST2180,19.0,Male,PHOM211,Cushion Set,Home & Kitchen,1,1593.3,1593.3,East
ORD13583,2022-02-07,CUST3436,40.0,Female,PSPO896,Dumbbell Set,Sports,1,719.28,719.28,South
ORD12463,2022-02-07,CUST2401,44.0,Male,PSPO272,Football,Sports,1,1690.79,1690.79,East
ORD13231,2022-02-07,CUST3097,43.0,Male,PSPO238,Dumbbell Set,Sports,2,1171.06,2342.12,North
ORD12015,2022-02-07,CUST2824,18.0,Female,PBEA910,Shampoo,Beauty,2,362.55,725.1,North
ORD11211,2022-02-07,CUST2173,34.0,Male,PHOM481,Storage Rack,Home & Kitchen,1,1308.31,1308.31,South
ORD15205,2022-02-08,CUST3256,41.0,Male,PAPP945,Cotton T-Shirt,Apparel,1,2149.66,2149.66,North
ORD13624,2022-02-08,CUST3424,22.0,Male,PHOM592,Table Lamp,Home & Kitchen,1,1304.8,1304.8,South
ORD15671,2022-02-08,CUST2569,47.0,Female,PELE481,Smartphone Case,Electronics,1,4178.79,4178.79,North
ORD11876,2022-02-08,CUST3390,30.0,Male,PHOM593,Table Lamp,Home & Kitchen,1,655.15,655.15,South
ORD14714,2022-02-08,CUST3619,34.0,Male,PAPP163,Running Shoes,Apparel,1,1460.07,1460.07,East
ORD10436,2022-02-08,CUST2701,32.0,Female,PAPP525,Running Shoes,Apparel,1,1033.52,1033.52,West
ORD13116,2022-02-08,CUST3124,21.0,Female,PHOM645,Table Lamp,Home & Kitchen,1,1579.48,1579.48,South
ORD13998,2022-02-08,CUST2358,24.0,Male,PHOM142,Non-stick Pan,Home & Kitchen,1,2080.25,2080.25,East
ORD15403,2022-02-09,CUST3760,34.0,Male,PELE679,Bluetooth Speaker,Electronics,2,1630.82,3261.64,North
ORD11063,2022-02-09,CUST3723,24.0,Male,PAPP895,Cotton T-Shirt,Apparel,1,1722.84,1722.84,North
ORD14769,2022-02-09,CUST2781,21.0,Male,PELE952,Power Bank,Electronics,1,4148.79,4148.79,North
ORD10282,2022-02-09,CUST3575,37.0,Female,PAPP424,Denim Jeans,Apparel,1,1016.32,1016.32,South
ORD10131,2022-02-09,CUST3365,19.0,Female,PELE511,Power Bank,Electronics,1,2897.63,2897.63,North
ORD12481,2022-02-09,CUST2012,41.0,Female,PELE598,Bluetooth Speaker,Electronics,1,2772.59,2772.59,East
ORD14295,2022-02-09,CUST2036,41.0,Male,PHOM530,Non-stick Pan,Home & Kitchen,1,314.58,314.58,East
ORD13463,2022-02-10,CUST3580,16.0,Female,PAPP820,Cotton T-Shirt,Apparel,2,438.99,877.98,East
ORD14744,2022-02-10,CUST2582,43.0,Female,PAPP681,Denim Jeans,Apparel,1,1271.74,1271.74,South
ORD12210,2022-02-10,CUST2535,33.0,Female,PHOM346,Storage Rack,Home & Kitchen,1,2556.39,2556.39,North
ORD14262,2022-02-10,CUST2426,28.0,Male,PELE976,Smartwatch,Electronics,2,1708.0,3416.0,North
ORD14224,2022-02-10,CUST2896,34.0,Female,PELE852,Smartphone Case,Electronics,1,4164.51,4164.51,South
ORD13105,2022-02-10,CUST3588,37.0,Female,PELE276,Smartwatch,Electronics,2,3777.56,7555.12,East
ORD10655,2022-02-10,CUST2944,29.0,Female,PAPP492,Running Shoes,Apparel,2,544.86,1089.72,South
ORD14803,2022-02-11,CUST3189,31.0,Male,PELE470,Smartphone Case,Electronics,1,3035.6,3035.6,West
ORD12312,2022-02-11,CUST2357,45.0,Male,PELE259,Power Bank,Electronics,1,2082.72,2082.72,South
ORD11195,2022-02-11,CUST2063,42.0,Male,PELE651,Bluetooth Speaker,Electronics,2,1165.48,2330.96,West
ORD12593,2022-02-11,CUST2987,20.0,Male,PELE303,Wireless Earbuds,Electronics,1,1866.64,1866.64,South
ORD10158,2022-02-11,CUST2931,19.0,Male,PHOM446,Blender,Home & Kitchen,1,1312.36,1312.36,West
ORD13783,2022-02-11,CUST2354,38.0,Female,PHOM196,Cushion Set,Home & Kitchen,1,832.41,832.41,North
ORD15708,2022-02-12,CUST2265,23.0,Female,PELE526,Smartwatch,Electronics,1,1198.51,1198.51,South
ORD14557,2022-02-12,CUST3087,34.0,Male,PELE206,Smartwatch,Electronics,2,1790.25,3580.5,North
ORD10696,2022-02-12,CUST3655,42.0,Male,PELE488,Smartphone Case,Electronics,1,2467.01,2467.01,West
ORD13079,2022-02-12,CUST2470,33.0,Male,PHOM236,Table Lamp,Home & Kitchen,2,1401.58,2803.16,North
ORD11873,2022-02-13,CUST3105,30.0,Male,PELE639,Power Bank,Electronics,1,881.36,881.36,North
ORD10923,2022-02-13,CUST2338,52.0,Male,PELE702,Smartphone Case,Electronics,1,3142.33,3142.33,East
ORD13421,2022-02-13,CUST2554,31.0,Female,PAPP551,Running Shoes,Apparel,1,864.42,864.42,East
ORD11997,2022-02-13,CUST2897,22.0,Male,PELE345,Smartwatch,Electronics,2,2453.25,4906.5,North
