App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Last Updated
Tools App 514,TOOLS,3.7055842817545432,135,Varies with device,"100,000+",Free,0,Everyone,"October 23, 2024"
Game App 186,GAME,4.978356540411126,764,15.0M,"50,000+",Free,0,Teen,"November 22, 2024"
Photography App 741,PHOTOGRAPHY,4.253610823899588,15835,26.7M,"500,000+",Free,0,Everyone,"December 06, 2023"
Finance App 823,FINANCE,,277,31.8M,"500,000+",Paid,$15.49,Everyone,"August 22, 2023"
Productivity App 625,PRODUCTIVITY,4.519163935782758,474,97.2M,"1,000,000+",Free,0,Everyone,"February 07, 2023"
Finance App 313,FINANCE,3.499908143959736,2113,Varies with device,"10,000,000+",Free,0,Everyone,"January 18, 2023"
Music And Audio App 800,MUSIC_AND_AUDIO,3.784795482381678,864,49.7M,"100,000,000+",Free,0,Everyone,"November 01, 2024"
Productivity App 75,PRODUCTIVITY,4.978610840036738,2840,62.1M,"1,000+",Free,0,Everyone,"July 16, 2023"
Social App 312,SOCIAL,3.940686015150155,3026,12.9M,"50,000+",Free,0,Everyone,"September 20, 2023"
Productivity App 210,PRODUCTIVITY,4.330115550236495,403,12.5M,"1,000,000+",Free,0,Teen,"August 03, 2024"
Shopping App 380,SHOPPING,3.760060085320949,205,11.1M,"10,000+",Free,0,Everyone,"May 11, 2023"
Education App 526,EDUCATION,3.0813958159540404,834,59.0M,"5,000+",Free,0,Everyone,"May 24, 2024"
Finance App 173,FINANCE,4.511518493273634,8136,Varies with device,"1,000+",Free,0,Everyone 10+,"May 12, 2024"
Education App 85,EDUCATION,4.158286447348413,87,65.6M,"50,000+",Free,0,Everyone,"March 15, 2023"
Music And Audio App 397,MUSIC_AND_AUDIO,3.9250570958920683,386,33.5M,"500,000+",Free,0,Teen,"June 25, 2023"
Shopping App 574,SHOPPING,3.7390713138285334,458473,Varies with device,"500,000+",Free,0,Everyone,"November 08, 2024"
Social App 643,SOCIAL,4.22026087241391,664,81.2M,"100,000+",Free,0,Everyone,"January 03, 2024"
Photography App 696,PHOTOGRAPHY,3.31306682815667,1093,15.2M,"5,000+",Free,0,Everyone,"September 01, 2024"
Education App 899,EDUCATION,4.951715860215625,12399,35.3M,"100,000+",Paid,$7.0,Everyone,"June 04, 2024"
Communication App 647,COMMUNICATION,4.045112093642121,3451,80.8M,"5,000+",Free,0,Everyone,"May 02, 2024"
Shopping App 68,SHOPPING,4.111048652339226,16,13.0M,"1,000,000+",Free,0,Mature 17+,"February 03, 2024"
Health And Fitness App 813,HEALTH_AND_FITNESS,3.4431553962793795,6213,29.1M,"100,000+",Free,0,Teen,"August 03, 2023"
Tools App 798,TOOLS,3.906480597380086,255,47.2M,"1,000+",Free,0,Teen,"July 24, 2023"
Education App 840,EDUCATION,4.597866254631545,338,42.9M,"5,000+",Free,0,Teen,"November 19, 2023"
Music And Audio App 280,MUSIC_AND_AUDIO,4.007949484825835,4700,39.8M,"5,000,000+",Paid,$3.22,Everyone,"July 27, 2024"
Shopping App 653,SHOPPING,3.1257221680029663,196,51.5M,"1,000+",Free,0,Everyone,"April 16, 2024"
Social App 631,SOCIAL,3.872700519406581,28,Varies with device,"1,000+",Free,0,Everyone,"October 14, 2023"
Game App 189,GAME,5.0,5218,19.5M,"10,000+",Free,0,Mature 17+,"July 30, 2023"
Tools App 503,TOOLS,5.0,473,Varies with device,"50,000,000+",Free,0,Mature 17+,"December 15, 2023"
Health And Fitness App 184,HEALTH_AND_FITNESS,4.498424794136126,475,35.2M,"1,000+",Free,0,Everyone,"February 07, 2023"
Photography App 812,PHOTOGRAPHY,4.272682054731796,1297,31.4M,"50,000+",Free,0,Everyone,"December 26, 2023"
Business App 213,BUSINESS,3.796318160355933,742,51.7M,"100,000+",Free,0,Mature 17+,"July 25, 2023"
Photography App 138,PHOTOGRAPHY,3.702741921044109,357,9.3M,"500,000+",Free,0,Everyone,"June 21, 2023"
Game App 110,GAME,,703,15.6M,"50,000+",Free,0,Everyone,"March 24, 2023"
Game App 748,GAME,3.9903542494396644,1,55.1M,"5,000,000+",Paid,$16.53,Teen,"May 27, 2024"
Tools App 851,TOOLS,3.603021131617858,2558,29.7M,"1,000,000+",Free,0,Everyone,"December 04, 2023"
Game App 579,GAME,4.091333808528622,579,45.5M,"500,000+",Free,0,Everyone,"December 05, 2023"
Tools App 830,TOOLS,3.0777789033323426,12857,Varies with device,"1,000,000+",Free,0,Teen,"January 07, 2023"
Music And Audio App 129,MUSIC_AND_AUDIO,3.7725939271557727,499,99.5M,"100,000+",Free,0,Everyone,"May 17, 2023"
Shopping App 705,SHOPPING,3.2036835907736485,2458,1.0M,"5,000,000+",Free,0,Everyone,"November 14, 2023"
Education App 852,EDUCATION,4.506088668103563,3574,Varies with device,"10,000+",Free,0,Everyone,"April 24, 2024"
Tools App 385,TOOLS,3.8928788332523805,1157,23.3M,"500,000+",Free,0,Everyone,"September 12, 2023"
Communication App 617,COMMUNICATION,4.565068097509304,1523,2.6M,"100,000+",Free,0,Teen,"June 11, 2023"
Shopping App 268,SHOPPING,4.183637094186901,12335,39.6M,"100,000+",Free,0,Everyone,"May 13, 2023"
Photography App 536,PHOTOGRAPHY,4.000240851768587,8,69.8M,"10,000,000+",Free,0,Everyone,"November 02, 2024"
Productivity App 419,PRODUCTIVITY,3.326038638369453,1778,55.4M,"50,000,000+",Free,0,Everyone,"March 07, 2023"
Social App 677,SOCIAL,4.476567363937868,754,19.6M,"1,000,000+",Free,0,Everyone,"January 02, 2023"
Finance App 313,FINANCE,3.499908143959736,2113,Varies with device,"10,000,000+",Free,0,Everyone,"January 18, 2023"
Photography App 448,PHOTOGRAPHY,4.200117684584666,2769,92.1M,"100,000+",Free,0,Mature 17+,"August 02, 2023"
Education App 601,EDUCATION,4.339101885615107,2150,22.8M,"100,000+",Free,0,Everyone,"September 03, 2023"
Music And Audio App 793,MUSIC_AND_AUDIO,2.985303643341216,247,63.4M,"5,000,000+",Paid,$14.62,Everyone,"May 10, 2024"
Tools App 198,TOOLS,3.6954026130575874,880,Varies with device,"10,000+",Free,0,Everyone,"February 05, 2024"
Tools App 456,TOOLS,4.003289504443898,27,2.7M,"10,000+",Free,0,Teen,"June 18, 2023"
Productivity App 824,PRODUCTIVITY,4.160786850223632,63600,1.0M,"50,000+",Free,0,Teen,"April 30, 2023"
Education App 898,EDUCATION,3.6088057644824616,250,9.2M,"5,000+",Paid,$15.29,Everyone,"November 23, 2024"
Education App 701,EDUCATION,4.435011531809838,2204,40.1M,"50,000,000+",Free,0,Everyone,"July 07, 2024"
Business App 153,BUSINESS,3.9786134700848765,425,40.4M,"1,000+",Free,0,Mature 17+,"January 09, 2023"
Finance App 792,FINANCE,4.335722023281184,31,50.0M,"100,000+",Free,0,Everyone 10+,"June 10, 2024"
Shopping App 789,SHOPPING,4.972241184246293,111,1.0M,"10,000,000+",Free,0,Teen,"September 21, 2023"
Education App 810,EDUCATION,4.54826513167144,55,1.0M,"500,000+",Free,0,Everyone,"March 30, 2023"
Tools App 869,TOOLS,5.0,1864,27.6M,"50,000+",Free,0,Everyone,"April 07, 2023"
Game App 668,GAME,4.598077424873555,5,Varies with device,"100,000+",Free,0,Everyone 10+,"February 04, 2024"
Music And Audio App 602,MUSIC_AND_AUDIO,3.7421534417939313,1135,20.3M,"1,000,000+",Free,0,Everyone,"April 18, 2024"
Game App 543,GAME,4.787465083647816,30556,10.9M,"5,000+",Free,0,Everyone,"June 29, 2023"
Productivity App 700,PRODUCTIVITY,3.9707943666283074,26,4.0M,"5,000+",Paid,$20.17,Everyone,"February 07, 2024"
Photography App 785,PHOTOGRAPHY,4.592766868951697,9742,37.1M,"5,000+",Free,0,Everyone 10+,"July 14, 2023"
Shopping App 712,SHOPPING,5.0,407,16.4M,"5,000+",Paid,$28.24,Teen,"January 18, 2023"
Game App 274,GAME,4.588069432038255,1154,66.9M,"10,000+",Free,0,Teen,"June 05, 2024"
Game App 63,GAME,3.435597289839295,168,35.6M,"5,000+",Free,0,Everyone 10+,"August 10, 2023"
Social App 19,SOCIAL,2.672178968618641,2477,55.7M,"1,000+",Free,0,Everyone,"January 30, 2024"
Communication App 640,COMMUNICATION,4.194907978527804,886,9.3M,"10,000+",Free,0,Teen,"March 30, 2024"
Productivity App 469,PRODUCTIVITY,4.105334178908115,3532,10.4M,"10,000,000+",Free,0,Everyone,"October 01, 2023"
Finance App 344,FINANCE,3.9727124971611123,70,29.0M,"10,000+",Free,0,Teen,"June 24, 2024"
Tools App 687,TOOLS,4.1053937707857076,1200,4.1M,"50,000+",Free,0,Everyone,"March 27, 2024"
Game App 481,GAME,5.0,23,41.3M,"1,000+",Free,0,Everyone,"May 17, 2024"
Music And Audio App 346,MUSIC_AND_AUDIO,3.963221787275529,221,33.0M,"100,000+",Free,0,Everyone,"February 10, 2023"
Health And Fitness App 23,HEALTH_AND_FITNESS,4.6809737434884715,45,23.8M,"10,000+",Free,0,Everyone 10+,"November 12, 2023"
Music And Audio App 311,MUSIC_AND_AUDIO,3.4317656792991067,1495,10.7M,"1,000+",Paid,$12.86,Everyone,"March 22, 2023"
Social App 357,SOCIAL,4.386861815062883,155,51.9M,"1,000+",Free,0,Everyone,"September 16, 2024"
Health And Fitness App 682,HEALTH_AND_FITNESS,,167,45.5M,"10,000,000+",Free,0,Everyone,"April 20, 2024"
Productivity App 400,PRODUCTIVITY,4.423974260897539,82,45.0M,"5,000+",Free,0,Everyone,"January 30, 2024"
Tools App 489,TOOLS,4.324257437654146,707,21.0M,"10,000+",Free,0,Everyone,"March 14, 2024"
Tools App 319,TOOLS,3.98828891798529,2,31.5M,"5,000+",Free,0,Teen,"October 07, 2024"
Health And Fitness App 689,HEALTH_AND_FITNESS,3.3107293800876354,125,90.8M,"10,000+",Free,0,Everyone,"March 18, 2023"
Productivity App 401,PRODUCTIVITY,3.282394481081152,5,85.0M,"10,000+",Free,0,Everyone,"August 31, 2023"
Tools App 108,TOOLS,4.648644166147958,1,Varies with device,"500,000+",Free,0,Mature 17+,"April 04, 2024"
Social App 567,SOCIAL,3.5389707055110904,488,6.1M,"10,000+",Free,0,Teen,"June 06, 2024"
Productivity App 581,PRODUCTIVITY,3.7519913995694023,122,22.8M,"5,000+",Free,0,Everyone,"August 26, 2024"
Game App 373,GAME,3.5005210711699797,47,1.0M,"5,000,000+",Free,0,Teen,"October 28, 2024"
Music And Audio App 663,MUSIC_AND_AUDIO,4.516573995363908,283,13.0M,"5,000,000+",Free,0,Everyone,"March 14, 2023"
Game App 276,GAME,3.986633123681126,123,56.6M,"500,000+",Free,0,Everyone 10+,"October 15, 2023"
Shopping App 249,SHOPPING,3.9775537805913217,932,38.5M,"5,000+",Free,0,Everyone,"December 21, 2023"
Photography App 632,PHOTOGRAPHY,4.092722334049451,1585,29.4M,"1,000+",Free,0,Everyone,"October 12, 2024"
Productivity App 90,PRODUCTIVITY,3.6570367489003797,470,42.9M,"50,000+",Paid,$20.79,Teen,"June 13, 2023"
Social App 81,SOCIAL,4.062281994519866,158,27.6M,"5,000,000+",Free,0,Everyone 10+,"August 20, 2023"
Productivity App 454,PRODUCTIVITY,3.9568143427634537,888,41.2M,"1,000,000+",Free,0,Mature 17+,"June 24, 2024"
Music And Audio App 900,MUSIC_AND_AUDIO,3.8593378928358404,46,3.3M,"10,000,000+",Free,0,Everyone,"April 02, 2023"
Finance App 691,FINANCE,4.212913637325251,55,Varies with device,"50,000+",Free,0,Everyone,"May 27, 2024"
Game App 31,GAME,4.294901128179643,1684,1.0M,"1,000+",Free,0,Everyone 10+,"November 14, 2024"
Health And Fitness App 11,HEALTH_AND_FITNESS,4.904978581448141,55012,33.5M,"100,000+",Free,0,Everyone 10+,"August 15, 2024"
Health And Fitness App 557,HEALTH_AND_FITNESS,4.193462169569628,310,21.3M,"100,000,000+",Free,0,Teen,"February 21, 2024"
Finance App 183,FINANCE,4.6498390188154834,15048,Varies with device,"500,000+",Free,0,Teen,"March 03, 2024"
Tools App 749,TOOLS,4.425208651479339,655,55.0M,"1,000,000+",Free,0,Teen,"January 20, 2024"
Productivity App 487,PRODUCTIVITY,4.613112838652241,280,35.8M,"500,000+",Paid,$4.28,Everyone,"May 01, 2024"
Productivity App 544,PRODUCTIVITY,3.5984819089075955,809,82.9M,"100,000+",Free,0,Mature 17+,"November 05, 2023"
Education App 442,EDUCATION,4.836483975333417,185,12.9M,"10,000+",Paid,$20.65,Everyone,"September 08, 2024"
Productivity App 233,PRODUCTIVITY,4.25119615659042,43,61.4M,"10,000+",Free,0,Everyone,"November 16, 2024"
Education App 158,EDUCATION,4.171804031380542,2,46.3M,"50,000+",Free,0,Everyone,"December 22, 2023"
Music And Audio App 445,MUSIC_AND_AUDIO,4.76579411806583,59,1.0M,"50,000+",Free,0,Everyone,"July 07, 2023"
Tools App 815,TOOLS,3.7825495586341074,3,99.9M,"5,000+",Free,0,Teen,"July 12, 2024"
Education App 78,EDUCATION,3.93837581694294,766,9.4M,"10,000+",Free,0,Everyone,"February 19, 2023"
Health And Fitness App 552,HEALTH_AND_FITNESS,5.0,3138,31.5M,"50,000+",Paid,$21.95,Teen,"October 02, 2024"
Tools App 2,TOOLS,4.914573811372376,159,46.7M,"100,000+",Free,0,Everyone 10+,"December 10, 2023"
Social App 232,SOCIAL,3.846000136229708,3411,8.8M,"100,000+",Free,0,Everyone,"August 06, 2023"
Game App 176,GAME,3.612276436234936,241,15.1M,"5,000,000+",Free,0,Everyone 10+,"April 18, 2024"
Photography App 512,PHOTOGRAPHY,4.196674521905514,1096,51.3M,"100,000+",Free,0,Everyone,"August 03, 2024"
Productivity App 375,PRODUCTIVITY,4.292323646395164,2424,18.2M,"100,000+",Free,0,Everyone,"January 24, 2024"
Photography App 273,PHOTOGRAPHY,3.771074814878248,129,90.8M,"10,000+",Free,0,Teen,"June 29, 2024"
Tools App 424,TOOLS,,102,19.7M,"1,000+",Free,0,Everyone,"June 18, 2024"
Health And Fitness App 5,HEALTH_AND_FITNESS,4.817532509254888,24,87.2M,"100,000+",Free,0,Mature 17+,"August 13, 2023"
Social App 428,SOCIAL,4.850268587823514,22,28.9M,"5,000+",Free,0,Everyone 10+,"October 20, 2023"
Social App 199,SOCIAL,3.7186525430807755,278,20.8M,"10,000+",Free,0,Mature 17+,"February 20, 2023"
Productivity App 117,PRODUCTIVITY,3.5229219039055106,80,19.5M,"1,000,000+",Free,0,Everyone,"November 30, 2023"
Business App 285,BUSINESS,4.56857749477337,380,47.5M,"1,000+",Free,0,Everyone,"May 29, 2023"
Game App 497,GAME,4.458513854956902,5231,Varies with device,"1,000,000+",Free,0,Everyone,"July 19, 2023"
Productivity App 205,PRODUCTIVITY,4.67960751471132,1523,Varies with device,"100,000+",Free,0,Everyone,"March 26, 2024"
Health And Fitness App 576,HEALTH_AND_FITNESS,3.437604356204211,1332,27.0M,"10,000+",Free,0,Everyone,"June 14, 2024"
Business App 175,BUSINESS,4.694390875788614,51,42.6M,"5,000,000+",Paid,$7.42,Everyone,"February 18, 2023"
Productivity App 642,PRODUCTIVITY,4.111095782756691,85,48.9M,"50,000,000+",Free,0,Teen,"May 25, 2024"
Game App 891,GAME,3.9097514073651283,43,54.5M,"10,000+",Free,0,Everyone,"June 06, 2024"
Tools App 72,TOOLS,3.9127951766415756,57,26.1M,"500,000+",Free,0,Everyone,"October 26, 2024"
Finance App 214,FINANCE,3.8250722360561937,6368,55.0M,"100,000+",Free,0,Everyone,"July 09, 2023"
Tools App 203,TOOLS,4.059421102623901,1427,10.5M,"50,000+",Free,0,Teen,"September 22, 2024"
Communication App 836,COMMUNICATION,3.988806564382404,159,74.1M,"50,000+",Free,0,Everyone,"June 28, 2023"
Health And Fitness App 847,HEALTH_AND_FITNESS,4.102474597141814,7187,54.4M,"10,000,000+",Free,0,Teen,"October 13, 2023"
Education App 120,EDUCATION,3.907520177512172,3,1.0M,"10,000+",Free,0,Teen,"September 14, 2024"
